seat_id,event_id,section,row,seat_number,price,status,booked_by_user_id
EVT00003-C-192,EVT00003,C,19,2,165.72,available,
EVT00003-B-193,EVT00003,B,19,3,165.72,available,
EVT00003-C-194,EVT00003,C,19,4,165.72,available,
EVT00003-B-195,EVT00003,B,19,5,165.72,available,
EVT00003-C-196,EVT00003,C,19,6,165.72,available,
EVT00003-B-197,EVT00003,B,19,7,165.72,available,
EVT00003-VIP-198,EVT00003,VIP,19,8,331.44,booked,USR00090
EVT00003-Floor-199,EVT00003,Floor,19,9,248.58,available,
EVT00003-C-1910,EVT00003,C,19,10,165.72,booked,USR00147
EVT00003-Floor-201,EVT00003,Floor,20,1,248.58,available,
EVT00003-VIP-202,EVT00003,VIP,20,2,331.44,available,
EVT00003-B-203,EVT00003,B,20,3,165.72,booked,USR00074
EVT00003-A-204,EVT00003,A,20,4,165.72,booked,USR00114
EVT00003-C-205,EVT00003,C,20,5,165.72,available,
EVT00003-B-206,EVT00003,B,20,6,165.72,booked,USR00138
EVT00003-C-207,EVT00003,C,20,7,165.72,available,
EVT00003-C-208,EVT00003,C,20,8,165.72,booked,USR00158
EVT00003-Floor-209,EVT00003,Floor,20,9,248.58,booked,USR00013
EVT00003-Floor-2010,EVT00003,Floor,20,10,248.58,booked,USR00060
EVT00004-A-11,EVT00004,A,1,1,52.32,booked,USR00085
EVT00004-VIP-12,EVT00004,VIP,1,2,104.64,booked,USR00198
EVT00004-B-13,EVT00004,B,1,3,52.32,booked,USR00141
EVT00004-B-14,EVT00004,B,1,4,52.32,available,
EVT00004-VIP-15,EVT00004,VIP,1,5,104.64,available,
EVT00004-B-16,EVT00004,B,1,6,52.32,available,
EVT00004-C-17,EVT00004,C,1,7,52.32,booked,USR00166
EVT00004-A-18,EVT00004,A,1,8,52.32,available,
EVT00004-A-19,EVT00004,A,1,9,52.32,available,
EVT00004-B-110,EVT00004,B,1,10,52.32,available,
EVT00004-A-21,EVT00004,A,2,1,52.32,available,
EVT00004-B-22,EVT00004,B,2,2,52.32,available,
EVT00004-B-23,EVT00004,B,2,3,52.32,available,
EVT00004-A-24,EVT00004,A,2,4,52.32,available,
EVT00004-VIP-25,EVT00004,VIP,2,5,104.64,available,
EVT00004-B-26,EVT00004,B,2,6,52.32,available,
EVT00004-C-27,EVT00004,C,2,7,52.32,available,
EVT00004-A-28,EVT00004,A,2,8,52.32,booked,USR00155
EVT00004-A-29,EVT00004,A,2,9,52.32,available,
EVT00004-C-210,EVT00004,C,2,10,52.32,booked,USR00165
EVT00004-Floor-31,EVT00004,Floor,3,1,78.48,available,
EVT00004-B-32,EVT00004,B,3,2,52.32,available,
EVT00004-VIP-33,EVT00004,VIP,3,3,104.64,booked,USR00029
EVT00004-C-34,EVT00004,C,3,4,52.32,booked,USR00118
EVT00004-C-35,EVT00004,C,3,5,52.32,available,
EVT00004-A-36,EVT00004,A,3,6,52.32,available,
EVT00004-C-37,EVT00004,C,3,7,52.32,available,
EVT00004-B-38,EVT00004,B,3,8,52.32,booked,USR00164
EVT00004-VIP-39,EVT00004,VIP,3,9,104.64,available,
EVT00004-Floor-310,EVT00004,Floor,3,10,78.48,booked,USR00103
EVT00004-A-41,EVT00004,A,4,1,52.32,booked,USR00036
EVT00004-VIP-42,EVT00004,VIP,4,2,104.64,booked,USR00064
EVT00004-A-43,EVT00004,A,4,3,52.32,booked,USR00061
EVT00004-VIP-44,EVT00004,VIP,4,4,104.64,available,
EVT00004-C-45,EVT00004,C,4,5,52.32,booked,USR00186
EVT00004-Floor-46,EVT00004,Floor,4,6,78.48,booked,USR00168
EVT00004-C-47,EVT00004,C,4,7,52.32,available,
EVT00004-A-48,EVT00004,A,4,8,52.32,available,
EVT00004-VIP-49,EVT00004,VIP,4,9,104.64,booked,USR00104
EVT00004-Floor-410,EVT00004,Floor,4,10,78.48,available,
EVT00004-C-51,EVT00004,C,5,1,52.32,available,
EVT00004-C-52,EVT00004,C,5,2,52.32,available,
EVT00004-B-53,EVT00004,B,5,3,52.32,booked,USR00035
EVT00004-VIP-54,EVT00004,VIP,5,4,104.64,booked,USR00192
EVT00004-Floor-55,EVT00004,Floor,5,5,78.48,available,
EVT00004-Floor-56,EVT00004,Floor,5,6,78.48,available,
EVT00004-Floor-57,EVT00004,Floor,5,7,78.48,available,
EVT00004-B-58,EVT00004,B,5,8,52.32,available,
EVT00004-Floor-59,EVT00004,Floor,5,9,78.48,available,
EVT00004-A-510,EVT00004,A,5,10,52.32,available,
EVT00005-Floor-11,EVT00005,Floor,1,1,113.34,available,
EVT00005-A-12,EVT00005,A,1,2,75.56,available,
EVT00005-A-13,EVT00005,A,1,3,75.56,booked,USR00141
EVT00005-Floor-14,EVT00005,Floor,1,4,113.34,booked,USR00138
EVT00005-B-15,EVT00005,B,1,5,75.56,booked,USR00134
EVT00005-VIP-16,EVT00005,VIP,1,6,151.12,booked,USR00053
EVT00005-Floor-17,EVT00005,Floor,1,7,113.34,available,
EVT00005-Floor-18,EVT00005,Floor,1,8,113.34,available,
EVT00005-A-19,EVT00005,A,1,9,75.56,available,
EVT00005-Floor-110,EVT00005,Floor,1,10,113.34,available,
EVT00005-Floor-21,EVT00005,Floor,2,1,113.34,booked,USR00119
EVT00005-C-22,EVT00005,C,2,2,75.56,available,
EVT00005-VIP-23,EVT00005,VIP,2,3,151.12,booked,USR00001
EVT00005-B-24,EVT00005,B,2,4,75.56,available,
EVT00005-A-25,EVT00005,A,2,5,75.56,available,
EVT00005-A-26,EVT00005,A,2,6,75.56,available,
EVT00005-A-27,EVT00005,A,2,7,75.56,available,
EVT00005-A-28,EVT00005,A,2,8,75.56,available,
EVT00005-VIP-29,EVT00005,VIP,2,9,151.12,booked,USR00105
EVT00005-B-210,EVT00005,B,2,10,75.56,available,
EVT00005-VIP-31,EVT00005,VIP,3,1,151.12,available,
EVT00005-VIP-32,EVT00005,VIP,3,2,151.12,available,
EVT00005-VIP-33,EVT00005,VIP,3,3,151.12,available,
EVT00005-Floor-34,EVT00005,Floor,3,4,113.34,booked,USR00090
EVT00005-A-35,EVT00005,A,3,5,75.56,booked,USR00138
EVT00005-VIP-36,EVT00005,VIP,3,6,151.12,available,
EVT00005-B-37,EVT00005,B,3,7,75.56,available,
EVT00005-A-38,EVT00005,A,3,8,75.56,available,
EVT00005-VIP-39,EVT00005,VIP,3,9,151.12,available,
EVT00005-Floor-310,EVT00005,Floor,3,10,113.34,available,
EVT00005-VIP-41,EVT00005,VIP,4,1,151.12,available,
EVT00005-B-42,EVT00005,B,4,2,75.56,available,
EVT00005-B-43,EVT00005,B,4,3,75.56,booked,USR00186
EVT00005-A-44,EVT00005,A,4,4,75.56,booked,USR00170
EVT00005-VIP-45,EVT00005,VIP,4,5,151.12,available,
EVT00005-A-46,EVT00005,A,4,6,75.56,booked,USR00018
EVT00005-A-47,EVT00005,A,4,7,75.56,available,
EVT00005-VIP-48,EVT00005,VIP,4,8,151.12,available,
EVT00005-A-49,EVT00005,A,4,9,75.56,booked,USR00012
EVT00005-VIP-410,EVT00005,VIP,4,10,151.12,available,
EVT00005-Floor-51,EVT00005,Floor,5,1,113.34,booked,USR00199
EVT00005-A-52,EVT00005,A,5,2,75.56,booked,USR00075
EVT00005-B-53,EVT00005,B,5,3,75.56,available,
EVT00005-Floor-54,EVT00005,Floor,5,4,113.34,booked,USR00154
EVT00005-C-55,EVT00005,C,5,5,75.56,booked,USR00037
EVT00005-Floor-56,EVT00005,Floor,5,6,113.34,booked,USR00077
EVT00005-C-57,EVT00005,C,5,7,75.56,booked,USR00152
EVT00005-B-58,EVT00005,B,5,8,75.56,available,
EVT00005-VIP-59,EVT00005,VIP,5,9,151.12,available,
EVT00005-A-510,EVT00005,A,5,10,75.56,available,
EVT00005-VIP-61,EVT00005,VIP,6,1,151.12,available,
EVT00005-C-62,EVT00005,C,6,2,75.56,available,
EVT00005-VIP-63,EVT00005,VIP,6,3,151.12,booked,USR00097
EVT00005-B-64,EVT00005,B,6,4,75.56,available,
EVT00005-VIP-65,EVT00005,VIP,6,5,151.12,booked,USR00058
EVT00005-C-66,EVT00005,C,6,6,75.56,available,
EVT00005-B-67,EVT00005,B,6,7,75.56,available,
EVT00005-A-68,EVT00005,A,6,8,75.56,available,
EVT00005-VIP-69,EVT00005,VIP,6,9,151.12,available,
EVT00005-B-610,EVT00005,B,6,10,75.56,available,
EVT00005-C-71,EVT00005,C,7,1,75.56,booked,USR00166
EVT00005-A-72,EVT00005,A,7,2,75.56,available,
EVT00005-C-73,EVT00005,C,7,3,75.56,booked,USR00186
EVT00005-B-74,EVT00005,B,7,4,75.56,booked,USR00097
EVT00005-Floor-75,EVT00005,Floor,7,5,113.34,available,
EVT00005-A-76,EVT00005,A,7,6,75.56,booked,USR00195
EVT00005-Floor-77,EVT00005,Floor,7,7,113.34,available,
EVT00005-Floor-78,EVT00005,Floor,7,8,113.34,booked,USR00054
EVT00005-C-79,EVT00005,C,7,9,75.56,booked,USR00004
EVT00005-B-710,EVT00005,B,7,10,75.56,available,
EVT00005-A-81,EVT00005,A,8,1,75.56,available,
EVT00005-VIP-82,EVT00005,VIP,8,2,151.12,available,
EVT00005-Floor-83,EVT00005,Floor,8,3,113.34,available,
EVT00005-VIP-84,EVT00005,VIP,8,4,151.12,available,
EVT00005-Floor-85,EVT00005,Floor,8,5,113.34,booked,USR00073
EVT00005-VIP-86,EVT00005,VIP,8,6,151.12,available,
EVT00005-C-87,EVT00005,C,8,7,75.56,booked,USR00093
EVT00005-Floor-88,EVT00005,Floor,8,8,113.34,available,
EVT00005-VIP-89,EVT00005,VIP,8,9,151.12,booked,USR00185
EVT00005-VIP-810,EVT00005,VIP,8,10,151.12,available,
EVT00005-C-91,EVT00005,C,9,1,75.56,available,
EVT00005-C-92,EVT00005,C,9,2,75.56,booked,USR00012
EVT00005-Floor-93,EVT00005,Floor,9,3,113.34,available,
EVT00005-B-94,EVT00005,B,9,4,75.56,booked,USR00142
EVT00005-Floor-95,EVT00005,Floor,9,5,113.34,available,
EVT00005-VIP-96,EVT00005,VIP,9,6,151.12,booked,USR00051
EVT00005-C-97,EVT00005,C,9,7,75.56,booked,USR00146
EVT00005-B-98,EVT00005,B,9,8,75.56,available,
EVT00005-C-99,EVT00005,C,9,9,75.56,booked,USR00126
EVT00005-VIP-910,EVT00005,VIP,9,10,151.12,available,
EVT00005-C-101,EVT00005,C,10,1,75.56,booked,USR00185
EVT00005-Floor-102,EVT00005,Floor,10,2,113.34,available,
EVT00005-Floor-103,EVT00005,Floor,10,3,113.34,available,
EVT00005-A-104,EVT00005,A,10,4,75.56,available,
EVT00005-A-105,EVT00005,A,10,5,75.56,available,
EVT00005-A-106,EVT00005,A,10,6,75.56,available,
EVT00005-VIP-107,EVT00005,VIP,10,7,151.12,booked,USR00162
EVT00005-B-108,EVT00005,B,10,8,75.56,booked,USR00039
EVT00005-A-109,EVT00005,A,10,9,75.56,booked,USR00117
EVT00005-C-1010,EVT00005,C,10,10,75.56,booked,USR00164
EVT00006-Floor-11,EVT00006,Floor,1,1,177.73,available,
EVT00006-VIP-12,EVT00006,VIP,1,2,236.98,booked,USR00137
EVT00006-Floor-13,EVT00006,Floor,1,3,177.73,available,
EVT00006-A-14,EVT00006,A,1,4,118.49,available,
EVT00006-C-15,EVT00006,C,1,5,118.49,available,
EVT00006-C-16,EVT00006,C,1,6,118.49,booked,USR00179
EVT00006-VIP-17,EVT00006,VIP,1,7,236.98,available,
EVT00006-B-18,EVT00006,B,1,8,118.49,booked,USR00025
EVT00006-Floor-19,EVT00006,Floor,1,9,177.73,booked,USR00050
EVT00006-Floor-110,EVT00006,Floor,1,10,177.73,available,
EVT00006-C-21,EVT00006,C,2,1,118.49,booked,USR00102
EVT00006-A-22,EVT00006,A,2,2,118.49,available,
EVT00006-VIP-23,EVT00006,VIP,2,3,236.98,available,
EVT00006-B-24,EVT00006,B,2,4,118.49,available,
EVT00006-B-25,EVT00006,B,2,5,118.49,booked,USR00021
EVT00006-A-26,EVT00006,A,2,6,118.49,booked,USR00098
EVT00006-VIP-27,EVT00006,VIP,2,7,236.98,available,
EVT00006-A-28,EVT00006,A,2,8,118.49,available,
EVT00006-B-29,EVT00006,B,2,9,118.49,booked,USR00112
EVT00006-C-210,EVT00006,C,2,10,118.49,available,
EVT00006-A-31,EVT00006,A,3,1,118.49,available,
EVT00006-A-32,EVT00006,A,3,2,118.49,booked,USR00178
EVT00006-Floor-33,EVT00006,Floor,3,3,177.73,available,
EVT00006-A-34,EVT00006,A,3,4,118.49,available,
EVT00006-C-35,EVT00006,C,3,5,118.49,available,
EVT00006-Floor-36,EVT00006,Floor,3,6,177.73,available,
EVT00006-B-37,EVT00006,B,3,7,118.49,available,
EVT00006-C-38,EVT00006,C,3,8,118.49,booked,USR00054
EVT00006-Floor-39,EVT00006,Floor,3,9,177.73,booked,USR00183
EVT00006-VIP-310,EVT00006,VIP,3,10,236.98,available,
EVT00006-C-41,EVT00006,C,4,1,118.49,booked,USR00062
EVT00006-Floor-42,EVT00006,Floor,4,2,177.73,available,
EVT00006-VIP-43,EVT00006,VIP,4,3,236.98,available,
EVT00006-Floor-44,EVT00006,Floor,4,4,177.73,booked,USR00194
EVT00006-B-45,EVT00006,B,4,5,118.49,available,
EVT00006-A-46,EVT00006,A,4,6,118.49,available,
EVT00006-C-47,EVT00006,C,4,7,118.49,booked,USR00112
EVT00006-B-48,EVT00006,B,4,8,118.49,available,
EVT00006-C-49,EVT00006,C,4,9,118.49,available,
EVT00006-Floor-410,EVT00006,Floor,4,10,177.73,available,
EVT00006-VIP-51,EVT00006,VIP,5,1,236.98,available,
EVT00006-C-52,EVT00006,C,5,2,118.49,booked,USR00070
EVT00006-VIP-53,EVT00006,VIP,5,3,236.98,available,
EVT00006-C-54,EVT00006,C,5,4,118.49,available,
EVT00006-VIP-55,EVT00006,VIP,5,5,236.98,available,
EVT00006-Floor-56,EVT00006,Floor,5,6,177.73,available,
EVT00006-A-57,EVT00006,A,5,7,118.49,available,
EVT00006-C-58,EVT00006,C,5,8,118.49,available,
EVT00006-A-59,EVT00006,A,5,9,118.49,booked,USR00040
EVT00006-VIP-510,EVT00006,VIP,5,10,236.98,available,
EVT00007-B-11,EVT00007,B,1,1,232.42,available,
EVT00007-C-12,EVT00007,C,1,2,232.42,available,
EVT00007-A-13,EVT00007,A,1,3,232.42,booked,USR00079
EVT00007-VIP-14,EVT00007,VIP,1,4,464.84,available,
EVT00007-C-15,EVT00007,C,1,5,232.42,booked,USR00023
EVT00007-B-16,EVT00007,B,1,6,232.42,available,
EVT00007-Floor-17,EVT00007,Floor,1,7,348.63,available,
EVT00007-VIP-18,EVT00007,VIP,1,8,464.84,booked,USR00023
EVT00007-C-19,EVT00007,C,1,9,232.42,available,
EVT00007-Floor-110,EVT00007,Floor,1,10,348.63,available,
EVT00007-C-21,EVT00007,C,2,1,232.42,available,
EVT00007-A-22,EVT00007,A,2,2,232.42,booked,USR00100
EVT00007-A-23,EVT00007,A,2,3,232.42,available,
EVT00007-Floor-24,EVT00007,Floor,2,4,348.63,available,
EVT00007-B-25,EVT00007,B,2,5,232.42,available,
EVT00007-B-26,EVT00007,B,2,6,232.42,available,
EVT00007-B-27,EVT00007,B,2,7,232.42,booked,USR00078
EVT00007-C-28,EVT00007,C,2,8,232.42,available,
EVT00007-A-29,EVT00007,A,2,9,232.42,booked,USR00071
EVT00007-VIP-210,EVT00007,VIP,2,10,464.84,booked,USR00020
EVT00007-C-31,EVT00007,C,3,1,232.42,booked,USR00064
EVT00007-VIP-32,EVT00007,VIP,3,2,464.84,available,
EVT00007-B-33,EVT00007,B,3,3,232.42,available,
EVT00007-B-34,EVT00007,B,3,4,232.42,booked,USR00102
EVT00007-C-35,EVT00007,C,3,5,232.42,available,
EVT00007-VIP-36,EVT00007,VIP,3,6,464.84,available,
EVT00007-C-37,EVT00007,C,3,7,232.42,available,
EVT00007-VIP-38,EVT00007,VIP,3,8,464.84,available,
EVT00007-Floor-39,EVT00007,Floor,3,9,348.63,booked,USR00083
EVT00007-Floor-310,EVT00007,Floor,3,10,348.63,available,
EVT00007-B-41,EVT00007,B,4,1,232.42,available,
EVT00007-B-42,EVT00007,B,4,2,232.42,available,
EVT00007-C-43,EVT00007,C,4,3,232.42,booked,USR00178
EVT00007-VIP-44,EVT00007,VIP,4,4,464.84,available,
EVT00007-B-45,EVT00007,B,4,5,232.42,booked,USR00072
EVT00007-VIP-46,EVT00007,VIP,4,6,464.84,available,
EVT00007-Floor-47,EVT00007,Floor,4,7,348.63,booked,USR00140
EVT00007-B-48,EVT00007,B,4,8,232.42,available,
EVT00007-Floor-49,EVT00007,Floor,4,9,348.63,booked,USR00187
EVT00007-VIP-410,EVT00007,VIP,4,10,464.84,available,
EVT00007-B-51,EVT00007,B,5,1,232.42,available,
EVT00007-C-52,EVT00007,C,5,2,232.42,available,
EVT00007-A-53,EVT00007,A,5,3,232.42,available,
EVT00007-VIP-54,EVT00007,VIP,5,4,464.84,available,
EVT00007-B-55,EVT00007,B,5,5,232.42,available,
EVT00007-B-56,EVT00007,B,5,6,232.42,booked,USR00040
EVT00007-VIP-57,EVT00007,VIP,5,7,464.84,available,
EVT00007-A-58,EVT00007,A,5,8,232.42,available,
EVT00007-Floor-59,EVT00007,Floor,5,9,348.63,available,
EVT00007-VIP-510,EVT00007,VIP,5,10,464.84,available,
EVT00007-VIP-61,EVT00007,VIP,6,1,464.84,available,
EVT00007-C-62,EVT00007,C,6,2,232.42,available,
EVT00007-Floor-63,EVT00007,Floor,6,3,348.63,available,
EVT00007-A-64,EVT00007,A,6,4,232.42,booked,USR00064
EVT00007-C-65,EVT00007,C,6,5,232.42,booked,USR00157
EVT00007-A-66,EVT00007,A,6,6,232.42,available,
EVT00007-VIP-67,EVT00007,VIP,6,7,464.84,available,
EVT00007-C-68,EVT00007,C,6,8,232.42,available,
EVT00007-VIP-69,EVT00007,VIP,6,9,464.84,booked,USR00026
EVT00007-C-610,EVT00007,C,6,10,232.42,booked,USR00192
EVT00007-Floor-71,EVT00007,Floor,7,1,348.63,available,
EVT00007-Floor-72,EVT00007,Floor,7,2,348.63,booked,USR00096
EVT00007-VIP-73,EVT00007,VIP,7,3,464.84,available,
EVT00007-Floor-74,EVT00007,Floor,7,4,348.63,available,
EVT00007-B-75,EVT00007,B,7,5,232.42,booked,USR00007
EVT00007-VIP-76,EVT00007,VIP,7,6,464.84,booked,USR00107
EVT00007-A-77,EVT00007,A,7,7,232.42,booked,USR00187
EVT00007-B-78,EVT00007,B,7,8,232.42,booked,USR00088
EVT00007-VIP-79,EVT00007,VIP,7,9,464.84,available,
EVT00007-Floor-710,EVT00007,Floor,7,10,348.63,available,
EVT00007-VIP-81,EVT00007,VIP,8,1,464.84,booked,USR00185
EVT00007-VIP-82,EVT00007,VIP,8,2,464.84,booked,USR00077
EVT00007-A-83,EVT00007,A,8,3,232.42,available,
EVT00007-A-84,EVT00007,A,8,4,232.42,booked,USR00088
EVT00007-A-85,EVT00007,A,8,5,232.42,available,
EVT00007-B-86,EVT00007,B,8,6,232.42,available,
EVT00007-B-87,EVT00007,B,8,7,232.42,available,
EVT00007-Floor-88,EVT00007,Floor,8,8,348.63,booked,USR00144
EVT00007-VIP-89,EVT00007,VIP,8,9,464.84,available,
EVT00007-B-810,EVT00007,B,8,10,232.42,available,
EVT00007-B-91,EVT00007,B,9,1,232.42,booked,USR00169
EVT00007-VIP-92,EVT00007,VIP,9,2,464.84,available,
EVT00007-Floor-93,EVT00007,Floor,9,3,348.63,available,
EVT00007-VIP-94,EVT00007,VIP,9,4,464.84,available,
EVT00007-VIP-95,EVT00007,VIP,9,5,464.84,booked,USR00055
EVT00007-B-96,EVT00007,B,9,6,232.42,booked,USR00181
EVT00007-A-97,EVT00007,A,9,7,232.42,available,
EVT00007-Floor-98,EVT00007,Floor,9,8,348.63,booked,USR00084
EVT00007-B-99,EVT00007,B,9,9,232.42,available,
EVT00007-C-910,EVT00007,C,9,10,232.42,available,
EVT00007-VIP-101,EVT00007,VIP,10,1,464.84,available,
EVT00007-C-102,EVT00007,C,10,2,232.42,available,
EVT00007-Floor-103,EVT00007,Floor,10,3,348.63,available,
EVT00007-A-104,EVT00007,A,10,4,232.42,booked,USR00118
EVT00007-Floor-105,EVT00007,Floor,10,5,348.63,booked,USR00173
EVT00007-C-106,EVT00007,C,10,6,232.42,available,
EVT00007-Floor-107,EVT00007,Floor,10,7,348.63,booked,USR00035
EVT00007-C-108,EVT00007,C,10,8,232.42,booked,USR00079
EVT00007-A-109,EVT00007,A,10,9,232.42,booked,USR00178
EVT00007-B-1010,EVT00007,B,10,10,232.42,available,
EVT00007-VIP-111,EVT00007,VIP,11,1,464.84,available,
EVT00007-Floor-112,EVT00007,Floor,11,2,348.63,available,
EVT00007-B-113,EVT00007,B,11,3,232.42,available,
EVT00007-Floor-114,EVT00007,Floor,11,4,348.63,available,
EVT00007-B-115,EVT00007,B,11,5,232.42,available,
EVT00007-VIP-116,EVT00007,VIP,11,6,464.84,booked,USR00048
EVT00007-C-117,EVT00007,C,11,7,232.42,available,
EVT00007-Floor-118,EVT00007,Floor,11,8,348.63,booked,USR00092
EVT00007-A-119,EVT00007,A,11,9,232.42,available,
EVT00007-B-1110,EVT00007,B,11,10,232.42,available,
EVT00007-Floor-121,EVT00007,Floor,12,1,348.63,available,
EVT00007-VIP-122,EVT00007,VIP,12,2,464.84,available,
EVT00007-VIP-123,EVT00007,VIP,12,3,464.84,available,
EVT00007-VIP-124,EVT00007,VIP,12,4,464.84,available,
EVT00007-A-125,EVT00007,A,12,5,232.42,available,
EVT00007-B-126,EVT00007,B,12,6,232.42,booked,USR00071
EVT00007-B-127,EVT00007,B,12,7,232.42,available,
EVT00007-B-128,EVT00007,B,12,8,232.42,available,
EVT00007-Floor-129,EVT00007,Floor,12,9,348.63,available,
EVT00007-VIP-1210,EVT00007,VIP,12,10,464.84,available,
EVT00007-A-131,EVT00007,A,13,1,232.42,available,
EVT00007-C-132,EVT00007,C,13,2,232.42,available,
EVT00007-C-133,EVT00007,C,13,3,232.42,available,
EVT00007-A-134,EVT00007,A,13,4,232.42,available,
EVT00007-VIP-135,EVT00007,VIP,13,5,464.84,available,
EVT00007-VIP-136,EVT00007,VIP,13,6,464.84,booked,USR00168
EVT00007-B-137,EVT00007,B,13,7,232.42,booked,USR00009
EVT00007-VIP-138,EVT00007,VIP,13,8,464.84,booked,USR00023
EVT00007-VIP-139,EVT00007,VIP,13,9,464.84,available,
EVT00007-A-1310,EVT00007,A,13,10,232.42,available,
EVT00007-B-141,EVT00007,B,14,1,232.42,booked,USR00189
EVT00007-Floor-142,EVT00007,Floor,14,2,348.63,available,
EVT00007-Floor-143,EVT00007,Floor,14,3,348.63,available,
EVT00007-B-144,EVT00007,B,14,4,232.42,available,
EVT00007-B-145,EVT00007,B,14,5,232.42,available,
EVT00007-A-146,EVT00007,A,14,6,232.42,available,
EVT00007-Floor-147,EVT00007,Floor,14,7,348.63,booked,USR00138
EVT00007-B-148,EVT00007,B,14,8,232.42,booked,USR00181
EVT00007-C-149,EVT00007,C,14,9,232.42,booked,USR00069
EVT00007-Floor-1410,EVT00007,Floor,14,10,348.63,available,
EVT00007-A-151,EVT00007,A,15,1,232.42,booked,USR00193
EVT00007-VIP-152,EVT00007,VIP,15,2,464.84,available,
EVT00007-C-153,EVT00007,C,15,3,232.42,available,
EVT00007-B-154,EVT00007,B,15,4,232.42,available,
EVT00007-B-155,EVT00007,B,15,5,232.42,booked,USR00183
EVT00007-C-156,EVT00007,C,15,6,232.42,available,
EVT00007-VIP-157,EVT00007,VIP,15,7,464.84,available,
EVT00007-Floor-158,EVT00007,Floor,15,8,348.63,available,
EVT00007-VIP-159,EVT00007,VIP,15,9,464.84,available,
EVT00007-A-1510,EVT00007,A,15,10,232.42,available,
EVT00007-A-161,EVT00007,A,16,1,232.42,available,
EVT00007-C-162,EVT00007,C,16,2,232.42,available,
EVT00007-C-163,EVT00007,C,16,3,232.42,available,
EVT00007-VIP-164,EVT00007,VIP,16,4,464.84,booked,USR00001
EVT00007-A-165,EVT00007,A,16,5,232.42,available,
EVT00007-VIP-166,EVT00007,VIP,16,6,464.84,available,
EVT00007-C-167,EVT00007,C,16,7,232.42,available,
EVT00007-Floor-168,EVT00007,Floor,16,8,348.63,available,
EVT00007-VIP-169,EVT00007,VIP,16,9,464.84,available,
EVT00007-VIP-1610,EVT00007,VIP,16,10,464.84,booked,USR00073
EVT00007-C-171,EVT00007,C,17,1,232.42,available,
EVT00007-B-172,EVT00007,B,17,2,232.42,available,
EVT00007-VIP-173,EVT00007,VIP,17,3,464.84,available,
EVT00007-A-174,EVT00007,A,17,4,232.42,booked,USR00161
EVT00007-VIP-175,EVT00007,VIP,17,5,464.84,booked,USR00041
EVT00007-VIP-176,EVT00007,VIP,17,6,464.84,available,
EVT00007-VIP-177,EVT00007,VIP,17,7,464.84,booked,USR00177
EVT00007-B-178,EVT00007,B,17,8,232.42,available,
EVT00007-C-179,EVT00007,C,17,9,232.42,booked,USR00071
EVT00007-A-1710,EVT00007,A,17,10,232.42,available,
EVT00007-C-181,EVT00007,C,18,1,232.42,booked,USR00171
EVT00007-B-182,EVT00007,B,18,2,232.42,booked,USR00161
EVT00007-C-183,EVT00007,C,18,3,232.42,available,
EVT00007-B-184,EVT00007,B,18,4,232.42,available,
EVT00007-A-185,EVT00007,A,18,5,232.42,available,
EVT00007-A-186,EVT00007,A,18,6,232.42,booked,USR00020
EVT00007-B-187,EVT00007,B,18,7,232.42,available,
EVT00007-Floor-188,EVT00007,Floor,18,8,348.63,available,
EVT00007-A-189,EVT00007,A,18,9,232.42,booked,USR00088
EVT00007-A-1810,EVT00007,A,18,10,232.42,available,
EVT00007-VIP-191,EVT00007,VIP,19,1,464.84,available,
EVT00007-VIP-192,EVT00007,VIP,19,2,464.84,booked,USR00099
EVT00007-A-193,EVT00007,A,19,3,232.42,available,
EVT00007-A-194,EVT00007,A,19,4,232.42,booked,USR00095
EVT00007-C-195,EVT00007,C,19,5,232.42,booked,USR00199
EVT00007-B-196,EVT00007,B,19,6,232.42,available,
EVT00007-B-197,EVT00007,B,19,7,232.42,booked,USR00145
EVT00007-A-198,EVT00007,A,19,8,232.42,available,
EVT00007-B-199,EVT00007,B,19,9,232.42,available,
EVT00007-B-1910,EVT00007,B,19,10,232.42,available,
EVT00007-B-201,EVT00007,B,20,1,232.42,available,
EVT00007-Floor-202,EVT00007,Floor,20,2,348.63,available,
EVT00007-B-203,EVT00007,B,20,3,232.42,booked,USR00026
EVT00007-B-204,EVT00007,B,20,4,232.42,available,
EVT00007-Floor-205,EVT00007,Floor,20,5,348.63,available,
EVT00007-C-206,EVT00007,C,20,6,232.42,available,
EVT00007-C-207,EVT00007,C,20,7,232.42,available,
EVT00007-B-208,EVT00007,B,20,8,232.42,booked,USR00022
EVT00007-B-209,EVT00007,B,20,9,232.42,available,
EVT00007-Floor-2010,EVT00007,Floor,20,10,348.63,available,
EVT00008-C-11,EVT00008,C,1,1,88.64,available,
EVT00008-A-12,EVT00008,A,1,2,88.64,available,
EVT00008-C-13,EVT00008,C,1,3,88.64,booked,USR00156
EVT00008-Floor-14,EVT00008,Floor,1,4,132.96,booked,USR00101
EVT00008-C-15,EVT00008,C,1,5,88.64,available,
EVT00008-B-16,EVT00008,B,1,6,88.64,available,
EVT00008-A-17,EVT00008,A,1,7,88.64,booked,USR00164
EVT00008-Floor-18,EVT00008,Floor,1,8,132.96,booked,USR00004
EVT00008-C-19,EVT00008,C,1,9,88.64,available,
EVT00008-B-110,EVT00008,B,1,10,88.64,available,
EVT00008-Floor-21,EVT00008,Floor,2,1,132.96,available,
